Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Election Year,Office
Jack Jacobson ,Jack Jacobson for DC,Individual,5/29/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/29/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/29/2012,40.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/29/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/29/2012,27.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/30/2012,40.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/30/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/31/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/31/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/31/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/1/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/2/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/2/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/2/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/4/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/20/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/8/2012,75.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/8/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/10/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/24/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/24/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/24/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/24/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/24/2012,30.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/24/2012,30.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/24/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/29/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/27/2012,30.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/18/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/23/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,30.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Labor,11/20/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/21/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/23/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/23/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,8/21/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/1/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/25/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/20/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,35.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/25/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/25/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/25/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/25/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/14/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/26/2012,30.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/6/2012,150.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/22/2012,200.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/24/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/29/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/30/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/30/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/31/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Candidate,6/2/2012,175.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Candidate,3/11/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/20/2012,40.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,3/25/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/6/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/9/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/9/2012,20.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/23/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/24/2012,50.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,4/25/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/4/2012,100.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,5/31/2012,40.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/1/2012,25.0,2012.0,School Board Ward 2
Jack Jacobson ,Jack Jacobson for DC,Individual,6/2/2012,200.0,2012.0,School Board Ward 2
Baruti Jahi ,Jahi for Ward 4,Business,3/30/2012,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,8/11/2011,100.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,8/11/2011,100.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,9/19/2011,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Business,9/9/2011,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,9/19/2011,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,1/18/2012,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,1/18/2012,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,1/18/2012,250.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,1/18/2012,50.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,12/6/2011,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,1/3/2012,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,75.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,75.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,50.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/11/2011,50.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,200.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Corporation,6/18/2011,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/20/2011,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,7/9/2011,50.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,7/9/2011,250.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,7/9/2011,100.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,7/9/2011,150.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,7/9/2011,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/18/2011,20.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,5/25/2011,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/6/2011,100.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/6/2011,100.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,6/6/2011,250.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,7/21/2011,150.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Candidate,5/25/2011,250.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Candidate,3/11/2012,500.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,2/8/2012,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,2/10/2012,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,2/8/2012,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Individual,2/9/2012,25.0,2012.0,Council Ward 4
Baruti Jahi ,Jahi for Ward 4,Business,2/29/2012,50.0,2012.0,Council Ward 4
Jordan Gehrke ,Jordan For DC,Individual,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/12/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/12/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/12/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/12/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/12/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/12/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/13/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/13/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/13/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/13/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/14/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/14/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Other,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Business,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/14/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/16/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/17/2012,100.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/19/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/22/2012,100.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Corporation,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Corporation,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Corporation,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Corporation,3/26/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/13/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Corporation,3/13/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/26/2012,100.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Other,6/11/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/27/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/27/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/27/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,3/27/2012,200.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,4/2/2012,50.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,4/9/2012,100.0,2012.0,"Republican National Committeeman
"
Jordan Gehrke ,Jordan For DC,Individual,4/9/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,50.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/26/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/29/2012,50.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/22/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,11/17/2011,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,10/31/2011,400.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,1/13/2012,1000.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,1/19/2012,2000.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,3/28/2012,10000.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,4/17/2012,1275.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,3/27/2012,2623.82,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,4/10/2012,560.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Candidate,3/21/2012,5000.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/1/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/10/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/16/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/14/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/16/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Corporation,2/15/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/1/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/8/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/10/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/14/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/16/2012,25.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,175.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/17/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,65.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Corporation,2/27/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,25.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,50.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Business,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/22/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/24/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/24/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/24/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/26/2012,50.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/28/2012,150.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/1/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/28/2012,35.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/28/2012,25.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,2/27/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,12/13/2011,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,3/23/2012,200.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,3/19/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,3/19/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,3/23/2012,100.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,3/23/2012,50.0,2012.0,"Republican National Committeeman
"
Robert J Kabel ,Kabel 2012,Individual,3/23/2012,50.0,2012.0,"Republican National Committeeman
"
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,60.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,50.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,200.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,300.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,25.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Business,3/10/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,3/10/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/14/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/14/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/24/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/24/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/24/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Business,2/24/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/21/2012,300.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/21/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/21/2012,300.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Business,2/14/2012,500.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Corporation,2/14/2012,150.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Corporation,6/18/2012,350.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/14/2012,250.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/14/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,4/2/2012,50.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,9/28/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/17/2012,400.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/29/2012,250.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/29/2012,100.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/29/2012,50.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,5/7/2012,50.0,2012.0,Council Ward 5
Kenyan McDuffie ,Kenyan McDuffie 2012,Individual,2/29/2012,250.0,2012.0,Council Ward 5
